"_id"	"shopid"	"cityid"	"shoptype"	"primarytag"	"adddate"	"promotitle"	"promoinfoid"	"promoinfotitle"	"structaddresss"	"shopcheckinall"	"shopcheckinlastmonth"	"hasshopproduct"	"haspromoshopproduct"	"hasactivity"	"piccount"	"nps"	"reviewmonth"	"defaultpic"	"hasdefaultpic"	"card"	"shopname"	"shopname_e"	"branchname"	"address"	"crossroad"	"altname"	"searchkeyword"	"phoneno"	"phoneno2"	"district"	"shopgroupid"	"promoid"	"region1"	"region2"	"region3"	"category1"	"category2"	"category3"	"category4"	"category5"	"power"	"shoptags"	"dishtags"	"dishtagssearch"	"shoptagssearch"	"votetotal"	"defaultvotetotal"	"pictotal"	"wishtotal"	"branchtotal"	"score"	"score1"	"score2"	"score3"	"score4"	"avgprice"	"avgpriceforasc"	"pricelevel"	"pricerange"	"hits"	"popularity"	"monthlyhits"	"shoppower"	"shopprice"	"smspromoid"	"mobilepromo"	"weddingstat"	"discount"	"dealgroupid"	"dealgrouptitle"	"hasgroup"	"DealGroup"	"ShopInc"	"ShopLog"	"membercardid"	"membercardtitle"	"MemberCardShop"	"MemberCard"	"MemberCardProduct"	"hasbooksetting"	"poitags"	"campaignid"	"campaigntitle"	"campaignbegintime"	"campaignendtime"	"haspromo"	"hascard"	"BookingInc"	"categoryname"	"monthlybill"	"hasmembercard"	"totalmembers"	"fullshopname"	"ShopProduct"	"quotedpriceinfo"	"auditstatus"	"regionids"	"categoryids"	"exttag"	"clienttype"	"hasticket"	"CpmShopPromo"	"maincategoryname"	"maincategorylength"	"maincategoryids"	"mainregionname"	"mainregiontype"	"mainregionids"	"regionname"	"mainaddress"	"structaddressdetail"	"structaddresstype"	"phone"	"shoppoi"	"poi"	"gpoi"	"mpoi"	"popularitynormalized"	"statusscorefactor"	"shopstarfactor"	"statusstarscorefactor"	"shoptagsnames"	"shoptagstimes"	"shoptagstotaltimes"	"dishtagsnames"	"dishtagstimes"	"dishtagstotaltimes"	"hasphone"	"hasnewmembercard"	"newmembercardid"	"newmembercardtitle"	"totalnewmembers"	"attribute"	"brand"
"2067073"	"2067073"	"1"	"20"	"茶叶"	"2007-02-27 16:52"	""	"0"	""	""	"68"	"0"	"0"	"0"	"0"	"0"	"0.0701754"	"0"	"http://i1.dpfile.com/2010-10-08/5465490_s.jpg"	"1"	""	"天福茗茶"	"天福茗茶"	""	"多家连锁店"	""	""	"2067073儑天福茗茶儑天福茗茶儑天福茗茶儑天福茗茶儑天福茗茶儑天福茗茶儑儑儑儑儑儑儑儑儑多家连锁店儑儑儑儑茶叶儑茶点儑铁观音儑绿茶粉儑茶具儑儑茶叶儑上海儑儑铁观音 31 茶具 11 茶叶 11 茶点 6 绿茶粉 3 儑儑儑乀购物乀 乀食品茶酒乀儑儑儑儑儑儑儑儑儑儑"	""	""	"0"	"2067073"	"0"	"0"	"0"	"0"	"184"	"0"	"0"	"0"	"0"	"5"	"茶叶,71|茶点,25|铁观音,10|绿茶粉,7|茶具,5|"	"铁观音,31|茶具,11|茶叶,11|茶点,6|绿茶粉,3|"	"铁观音儑茶具儑茶叶儑茶点儑绿茶粉儑"	"茶叶 茶点 铁观音 绿茶粉 茶具"	"153"	"119"	"33"	"24"	"11"	"21"	"22"	"20"	"21"	"0"	"168"	"168"	"1"	"5"	"32376"	"19"	"115"	"45"	"300"	"0"	"0"	""	""	""	""	"0"	"2013-07-10 10:27:02"	"2011-03-14 17:28:30"	""	""	""	""	""	""	"0"	""	""	""	""	""	"0"	"0"	""	"乀购物乀 乀食品茶酒乀"	"0"	"0"	"0"	"天福茗茶"	"2013-07-11 10:27:02"	""	"0"	""	"20 184"	""	"1"	"0"	""	"食品茶酒"	"4"	"20 184"	"0"	"0"	""	""	"多家连锁店"	""	""	""	"360:360"	"0:0"	"0:0"	"0:0"	"0.15966387"	"1.0"	"1.0"	"0.15966387"	"茶叶 茶点 铁观音 绿茶粉 茶具"	"71 25 10 7 5"	"118"	"铁观音 茶具 茶叶 茶点 绿茶粉"	"31 11 11 6 3"	"62"	"0"	"0"	"0"	"test测试"	"0"	"10:12 20:11"	"0"
"2073379"	"2073379"	"1"	"80"	"公交车"	"2007-03-09 22:00"	""	"0"	""	"蓝村路,2|南泉新村－上海火车西站,4|"	"239"	"1"	"0"	"0"	"0"	"0"	"-0.483146"	"0"	"http://i1.dpfile.com/2009-12-29/3428490_s.jpg"	"1"	""	"公交车"	"公交车(01路)"	"01路"	"蓝村路南泉新村－上海火车西站"	"东方路蓝村路"	""	"2073379儑公交车儑公交车儑公交车儑公交车儑公交车儑公交车儑儑儑儑儑儑儑儑01路儑蓝村路南泉新村 上海火车西站儑东方路蓝村路儑儑儑公交车儑浦东儑儑公交车儑上海儑儑儑儑儑乀生活服务乀 乀更多生活服务乀儑儑儑儑儑儑儑儑儑儑"	""	""	"0"	"2055718"	"0"	"0"	"0"	"0"	"26491"	"0"	"0"	"0"	"0"	"5"	"公交车,180|浦东,6|"	""	""	"公交车 浦东"	"333"	"307"	"49"	"5"	"1352"	"8"	"0"	"0"	"0"	"0"	"2"	"2"	"0"	"1"	"13157"	"3"	"15"	"20"	"300"	"0"	"0"	""	""	""	""	"0"	"2013-07-10 10:27:02"	"2013-06-06 10:04:53"	""	""	""	""	""	""	"0"	""	""	""	""	""	"0"	"0"	""	"乀生活服务乀 乀更多生活服务乀"	"0"	"0"	"0"	"公交车01路"	"2013-07-11 10:27:02"	""	"0"	""	"26491 80"	""	"1"	"0"	""	"更多生活服务"	"6"	"26491 80"	"0"	"0"	""	""	"蓝村路南泉新村－上海火车西站 东方路蓝村路"	"蓝村路 南泉新村－上海火车西站"	"2 4"	""	"0:0"	"0:0"	"0:0"	"0:0"	"0.029126214"	"1.0"	"0.6"	"0.01747573"	"公交车 浦东"	"180 6"	"186"	""	""	"0"	"0"	"0"	"0"	"test测试"	"0"	"10:12 20:11"	"0"
"2073835"	"2073835"	"1"	"80"	"公交车"	"2007-03-10 23:40"	""	"0"	""	"延安西路,2|凯旋路－华新镇,4|"	"9"	"0"	"0"	"0"	"0"	"0"	"-0.75"	"0"	"http://i2.dpfile.com/2011-01-23/6588349_s.jpg"	"1"	""	"公交车"	"公交车(74路)"	"74路"	"延安西路凯旋路－华新镇"	""	""	"2073835儑公交车儑公交车儑公交车儑公交车儑公交车儑公交车儑儑儑儑儑儑儑儑74路儑延安西路凯旋路 华新镇儑儑儑儑公交车儑儑公交车儑上海儑儑儑儑儑乀生活服务乀 乀更多生活服务乀儑儑儑儑儑儑儑儑儑儑"	""	""	"0"	"2055718"	"0"	"0"	"0"	"0"	"26491"	"0"	"0"	"0"	"0"	"5"	"公交车,25|"	""	""	"公交车"	"67"	"45"	"6"	"0"	"1352"	"1"	"0"	"0"	"0"	"0"	"2"	"2"	"0"	"1"	"4083"	"1"	"14"	"10"	"300"	"0"	"0"	""	""	""	""	"0"	"2013-07-10 10:27:02"	"2011-01-27 16:30:37"	""	""	""	""	""	""	"0"	""	""	""	""	""	"0"	"0"	""	"乀生活服务乀 乀更多生活服务乀"	"0"	"0"	"0"	"公交车74路"	"2013-07-11 10:27:02"	""	"0"	""	"26491 80"	""	"1"	"0"	""	"更多生活服务"	"6"	"26491 80"	"0"	"0"	""	""	"延安西路凯旋路－华新镇"	"延安西路 凯旋路－华新镇"	"2 4"	""	"0:0"	"0:0"	"0:0"	"0:0"	"0.00990099"	"1.0"	"0.6"	"0.0059405942"	"公交车"	"25"	"25"	""	""	"0"	"0"	"0"	"0"	"test测试"	"0"	"10:12 20:11"	"0"
"2076277"	"2076277"	"1"	"80"	"公交车"	"2007-03-14 17:54"	""	"0"	""	""	"21"	"0"	"0"	"0"	"0"	"0"	"-0.451613"	"0"	"http://i1.dpfile.com/2009-06-09/2154063_s.jpg"	"1"	""	"公交车"	"公交车(104路)"	"104路"	"上海火车站－龙华"	""	""	"2076277儑公交车儑公交车儑公交车儑公交车儑公交车儑公交车儑儑儑儑儑儑儑儑104路儑上海火车站 龙华儑儑64579600儑儑公交车儑儑公交车儑上海儑儑儑儑儑乀生活服务乀 乀更多生活服务乀儑儑儑儑儑儑儑儑儑儑"	"64579600"	""	"0"	"2055718"	"0"	"0"	"0"	"0"	"26491"	"0"	"0"	"0"	"0"	"5"	"公交车,39|"	""	""	"公交车"	"90"	"71"	"16"	"1"	"1352"	"8"	"0"	"0"	"0"	"0"	"2"	"2"	"0"	"1"	"4555"	"1"	"20"	"30"	"300"	"0"	"0"	""	""	""	""	"0"	"2013-07-10 10:27:02"	"2011-03-08 17:15:08"	""	""	""	""	""	""	"0"	""	""	""	""	""	"0"	"0"	""	"乀生活服务乀 乀更多生活服务乀"	"0"	"0"	"0"	"公交车104路"	"2013-07-11 10:27:02"	""	"0"	""	"26491 80"	""	"1"	"0"	""	"更多生活服务"	"6"	"26491 80"	"0"	"0"	""	""	"上海火车站－龙华"	""	""	"64579600"	"0:0"	"0:0"	"0:0"	"0:0"	"0.00990099"	"1.0"	"0.8"	"0.007920792"	"公交车"	"39"	"39"	""	""	"0"	"0"	"0"	"0"	"test测试"	"0"	"10:12 20:11"	"0"
"2078194"	"2078194"	"1"	"80"	"公交车"	"2007-03-17 21:06"	""	"0"	""	"南浦大桥,2|－田林路合川路,3|"	"28"	"0"	"0"	"0"	"0"	"0"	"-0.384615"	"1"	"http://i3.dpfile.com/2010-04-17/4110236_s.jpg"	"1"	""	"公交车"	"公交车(89路)"	"89路"	"南浦大桥－田林路合川路"	"沪军营路中山南路"	""	"2078194儑公交车儑公交车儑公交车儑公交车儑公交车儑公交车儑儑儑儑儑儑儑儑89路儑南浦大桥 田林路合川路儑沪军营路中山南路儑儑儑公交车儑89儑儑公交车儑上海儑儑儑儑儑乀生活服务乀 乀更多生活服务乀儑儑儑儑儑儑儑儑儑儑"	""	""	"0"	"2055718"	"0"	"0"	"0"	"0"	"26491"	"0"	"0"	"0"	"0"	"5"	"公交车,53|89,8|"	""	""	"公交车 89"	"104"	"92"	"36"	"3"	"1352"	"7"	"0"	"0"	"0"	"0"	"2"	"2"	"0"	"1"	"4382"	"2"	"15"	"30"	"300"	"0"	"0"	""	""	""	""	"0"	"2013-07-10 10:27:02"	"2011-03-02 16:08:54"	""	""	""	""	""	""	"0"	""	""	""	""	""	"0"	"0"	""	"乀生活服务乀 乀更多生活服务乀"	"0"	"0"	"0"	"公交车89路"	"2013-07-11 10:27:02"	""	"0"	""	"26491 80"	""	"1"	"0"	""	"更多生活服务"	"6"	"26491 80"	"0"	"0"	""	""	"南浦大桥－田林路合川路 沪军营路中山南路"	"南浦大桥 －田林路合川路"	"2 3"	""	"0:0"	"0:0"	"0:0"	"0:0"	"0.019607844"	"1.0"	"0.8"	"0.015686275"	"公交车 89"	"53 8"	"61"	""	""	"0"	"0"	"0"	"0"	"test测试"	"0"	"10:12 20:11"	"0"
"2078971"	"2078971"	"1"	"80"	"公交车"	"2007-03-19 10:35"	""	"0"	""	"汉口路,2|－上海体育馆,3|"	"26"	"2"	"0"	"0"	"0"	"0"	"-0.117021"	"0"	"http://i3.dpfile.com/2009-06-20/2210462_s.jpg"	"1"	""	"公交车"	"公交车(49路)"	"49路"	"汉口路－上海体育馆"	"汉口路江西中路"	""	"2078971儑公交车儑公交车儑公交车儑公交车儑公交车儑公交车儑儑儑儑儑儑儑儑49路儑汉口路 上海体育馆儑汉口路江西中路儑儑儑公交车儑儑公交车儑上海儑儑儑儑儑乀生活服务乀 乀更多生活服务乀儑儑儑儑儑儑儑儑儑儑"	""	""	"0"	"2055718"	"0"	"0"	"0"	"0"	"26491"	"0"	"0"	"0"	"0"	"5"	"公交车,188|"	""	""	"公交车"	"319"	"284"	"67"	"4"	"1352"	"13"	"0"	"0"	"0"	"0"	"2"	"2"	"0"	"1"	"9919"	"1"	"38"	"35"	"300"	"0"	"0"	""	""	""	""	"0"	"2013-07-10 10:27:02"	"2011-04-20 17:31:26"	""	""	""	""	""	""	"0"	""	""	""	""	""	"0"	"0"	""	"乀生活服务乀 乀更多生活服务乀"	"0"	"0"	"0"	"公交车49路"	"2013-07-11 10:27:02"	""	"0"	""	"26491 80"	""	"1"	"0"	""	"更多生活服务"	"6"	"26491 80"	"0"	"0"	""	""	"汉口路－上海体育馆 汉口路江西中路"	"汉口路 －上海体育馆"	"2 3"	""	"121.443394000041:31.1801779999562"	"121.433761000032:31.1833500000114"	"121.438374:31.181468"	"121.443394000041:31.1801779999562"	"0.00990099"	"1.0"	"0.8"	"0.007920792"	"公交车"	"188"	"188"	""	""	"0"	"0"	"0"	"0"	"test测试"	"0"	"10:12 20:11"	"0"
"2084212"	"2084212"	"1"	"80"	"公交车"	"2007-03-27 23:45"	""	"0"	""	"工农新村,2|－溧阳路,0|"	"5"	"0"	"0"	"0"	"0"	"0"	"-0.514286"	"0"	"http://i2.dpfile.com/pc/4d19f16421772f379946303446b53302/14971699_s.jpg"	"1"	""	"公交车"	"公交车(854路)"	"854路"	"工农新村－东余杭路商丘路"	""	""	"2084212儑公交车儑公交车儑公交车儑公交车儑公交车儑公交车儑儑儑儑儑儑儑儑854路儑工农新村 东余杭路商丘路儑儑儑儑公交车儑854儑儑公交车儑上海儑儑儑儑儑乀生活服务乀 乀更多生活服务乀儑儑儑儑儑儑儑儑儑儑"	""	""	"0"	"2055718"	"0"	"0"	"0"	"0"	"26491"	"0"	"0"	"0"	"0"	"5"	"公交车,31|854,7|"	""	""	"公交车 854"	"60"	"55"	"55"	"1"	"1352"	"2"	"0"	"0"	"0"	"0"	"2"	"2"	"1"	"1"	"2650"	"1"	"14"	"20"	"300"	"0"	"0"	""	""	""	""	"0"	"2013-07-10 10:27:02"	"2013-04-28 13:14:57"	""	""	""	""	""	""	"0"	""	""	""	""	""	"0"	"0"	""	"乀生活服务乀 乀更多生活服务乀"	"0"	"0"	"0"	"公交车854路"	"2013-07-11 10:27:02"	""	"0"	"0"	"26491 80"	""	"1"	"0"	""	"更多生活服务"	"6"	"26491 80"	"0"	"0"	"0"	""	"工农新村－东余杭路商丘路"	"工农新村 －溧阳路"	"2 0"	""	"0:0"	"0:0"	"0:0"	"0:0"	"0.00990099"	"1.0"	"0.6"	"0.0059405942"	"公交车 854"	"31 7"	"38"	""	""	"0"	"0"	"0"	"0"	"test测试"	"0"	"10:12 20:11"	"0"
"2084353"	"2084353"	"1"	"80"	"公交车"	"2007-03-28 11:17"	""	"0"	""	""	"18"	"0"	"0"	"0"	"0"	"0"	"-0.530303"	"0"	"http://i2.dpfile.com/2009-04-28/1938835_s.jpg"	"1"	""	"公交车"	"公交车(537路)"	"537路"	"老西门－白城路"	""	""	"2084353儑公交车儑公交车儑公交车儑公交车儑公交车儑公交车儑儑儑儑儑儑儑儑537路儑老西门 白城路儑儑儑儑公交车儑537儑儑公交车儑上海儑儑儑儑儑乀生活服务乀 乀更多生活服务乀儑儑儑儑儑儑儑儑儑儑"	""	""	"0"	"2055718"	"0"	"0"	"0"	"0"	"26491"	"0"	"0"	"0"	"0"	"5"	"公交车,138|537,61|"	""	""	"公交车 537"	"238"	"215"	"55"	"3"	"1352"	"8"	"0"	"0"	"0"	"0"	"2"	"2"	"1"	"1"	"10772"	"1"	"48"	"20"	"300"	"0"	"0"	""	""	""	""	"0"	"2013-07-10 10:27:02"	"2011-02-12 15:26:40"	""	""	""	""	""	""	"0"	""	""	""	""	""	"0"	"0"	""	"乀生活服务乀 乀更多生活服务乀"	"0"	"0"	"0"	"公交车537路"	"2013-07-11 10:27:02"	""	"0"	""	"26491 80"	""	"1"	"0"	""	"更多生活服务"	"6"	"26491 80"	"0"	"0"	""	""	"老西门－白城路"	""	""	""	"0:0"	"0:0"	"0:0"	"0:0"	"0.00990099"	"1.0"	"0.6"	"0.0059405942"	"公交车 537"	"138 61"	"199"	""	""	"0"	"0"	"0"	"0"	"test测试"	"0"	"10:12 20:11"	"0"
"2084374"	"2084374"	"1"	"80"	"公交车"	"2007-03-28 11:35"	""	"0"	""	"龙门路,2|淮海中路－航南路航东路,4|"	"12"	"0"	"0"	"0"	"0"	"0"	"-0.5"	"0"	"http://i3.dpfile.com/2010-10-10/5483699_s.jpg"	"1"	""	"公交车"	"公交车(911区间)"	"911区间"	"龙门路淮海中路－航南路航东路"	""	""	"2084374儑公交车儑公交车儑公交车儑公交车儑公交车儑公交车儑儑儑儑儑儑儑儑911区间儑龙门路淮海中路 航南路航东路儑儑儑儑公交车儑儑公交车儑上海儑儑儑儑儑乀生活服务乀 乀更多生活服务乀儑儑儑儑儑儑儑儑儑儑"	""	""	"0"	"2055718"	"0"	"0"	"0"	"0"	"26491"	"0"	"0"	"0"	"0"	"5"	"公交车,36|"	""	""	"公交车"	"67"	"56"	"17"	"1"	"1352"	"8"	"0"	"0"	"0"	"0"	"2"	"2"	"1"	"1"	"4297"	"0"	"16"	"20"	"300"	"0"	"0"	""	""	""	""	"0"	"2013-07-10 10:27:02"	"2010-11-28 16:05:06"	""	""	""	""	""	""	"0"	""	""	""	""	""	"0"	"0"	""	"乀生活服务乀 乀更多生活服务乀"	"0"	"0"	"0"	"公交车911区间"	"2013-07-11 10:27:02"	""	"0"	""	"26491 80"	""	"1"	"0"	""	"更多生活服务"	"6"	"26491 80"	"0"	"0"	""	""	"龙门路淮海中路－航南路航东路"	"龙门路 淮海中路－航南路航东路"	"2 4"	""	"0:0"	"0:0"	"0:0"	"0:0"	"0.0"	"1.0"	"0.6"	"0.0"	"公交车"	"36"	"36"	""	""	"0"	"0"	"0"	"0"	"test测试"	"0"	"10:12 20:11"	"0"
"2084797"	"2084797"	"1"	"80"	""	"2007-03-28 21:40"	""	"0"	""	""	"34"	"0"	"0"	"0"	"0"	"0"	"-0.5"	"0"	"http://i3.dpfile.com/2009-08-08/2474228_s.jpg"	"1"	""	"公交车"	"公交车(946路)"	"946路"	"中山公园地铁站－万源路平阳路(儿科医院)"	""	""	"2084797儑公交车儑公交车儑公交车儑公交车儑公交车儑公交车儑儑儑儑儑儑儑儑946路儑中山公园地铁站 万源路平阳路 儿科医院 儑儑52171952儑儑公交车儑儑儑上海儑儑儑儑儑乀生活服务乀 乀更多生活服务乀儑儑儑儑儑儑儑儑儑儑"	"52171952"	""	"0"	"2055718"	"0"	"0"	"0"	"0"	"26491"	"0"	"0"	"0"	"0"	"5"	"公交车,43|"	""	""	"公交车"	"100"	"92"	"34"	"2"	"1352"	"6"	"0"	"0"	"0"	"0"	"2"	"2"	"1"	"1"	"5487"	"0"	"14"	"20"	"300"	"0"	"0"	""	""	""	""	"0"	"2013-07-10 10:27:02"	"2013-02-17 16:50:59"	""	""	""	""	""	""	"0"	""	""	""	""	""	"0"	"0"	""	"乀生活服务乀 乀更多生活服务乀"	"0"	"0"	"0"	"公交车946路"	"2013-07-11 10:27:02"	""	"0"	""	"26491 80"	""	"1"	"0"	""	"更多生活服务"	"6"	"26491 80"	"0"	"0"	""	""	"中山公园地铁站－万源路平阳路(儿科医院)"	""	""	"52171952"	"0:0"	"0:0"	"0:0"	"0:0"	"0.0"	"1.0"	"0.6"	"0.0"	"公交车"	"43"	"43"	""	""	"0"	"0"	"0"	"0"	"test测试"	"0"	"10:12 20:11"	"0"
"2084806"	"2084806"	"1"	"80"	"公交车"	"2007-03-28 21:51"	""	"0"	""	""	"6"	"0"	"0"	"0"	"0"	"0"	"-0.392857"	"0"	"http://i1.dpfile.com/2009-05-30/2098626_s.jpg"	"1"	""	"公交车"	"公交车(48路)"	"48路"	"上海动物园－普安路"	""	""	"2084806儑公交车儑公交车儑公交车儑公交车儑公交车儑公交车儑儑儑儑儑儑儑儑48路儑上海动物园 普安路儑儑儑儑公交车儑儑公交车儑上海儑儑儑儑儑乀生活服务乀 乀更多生活服务乀儑儑儑儑儑儑儑儑儑儑"	""	""	"0"	"2055718"	"0"	"0"	"0"	"0"	"26491"	"0"	"0"	"0"	"0"	"5"	"公交车,30|"	""	""	"公交车"	"61"	"56"	"28"	"1"	"1352"	"7"	"0"	"0"	"0"	"0"	"2"	"2"	"0"	"1"	"3627"	"2"	"14"	"30"	"300"	"0"	"0"	""	""	""	""	"0"	"2013-07-10 10:27:02"	"2011-12-06 16:39:49"	""	""	""	""	""	""	"0"	""	""	""	""	""	"0"	"0"	""	"乀生活服务乀 乀更多生活服务乀"	"0"	"0"	"0"	"公交车48路"	"2013-07-11 10:27:02"	""	"0"	""	"26491 80"	""	"1"	"0"	""	"更多生活服务"	"6"	"26491 80"	"0"	"0"	""	""	"上海动物园－普安路"	""	""	""	"0:0"	"0:0"	"0:0"	"0:0"	"0.019607844"	"1.0"	"0.8"	"0.015686275"	"公交车"	"30"	"30"	""	""	"0"	"0"	"0"	"0"	"test测试"	"0"	"10:12 20:11"	"0"
"2086102"	"2086102"	"1"	"80"	"公交车"	"2007-03-31 09:55"	""	"0"	""	""	"21"	"0"	"0"	"0"	"0"	"0"	"-0.266667"	"0"	"http://i1.dpfile.com/pc/0759f8dd13a110b5630f34f6e5dfa81a/12610998_s.jpg"	"1"	""	"公交车"	"公交车(971路)"	"971路"	"陆家嘴地铁站－杨园新村"	""	""	"2086102儑公交车儑公交车儑公交车儑公交车儑公交车儑公交车儑儑儑儑儑儑儑儑971路儑陆家嘴地铁站 杨园新村儑儑58811330儑儑公交车儑公交儑儑公交车儑上海儑儑儑儑儑乀生活服务乀 乀更多生活服务乀儑儑儑儑儑儑儑儑儑儑"	"58811330"	""	"0"	"2055718"	"0"	"0"	"0"	"0"	"26491"	"0"	"0"	"0"	"0"	"5"	"公交车,25|公交,3|"	""	""	"公交车 公交"	"50"	"40"	"22"	"1"	"1352"	"7"	"0"	"0"	"0"	"0"	"3"	"3"	"1"	"1"	"2636"	"1"	"15"	"30"	"300"	"0"	"0"	""	""	""	""	"0"	"2013-07-10 10:27:02"	"2010-07-26 15:22:46"	""	""	""	""	""	""	"0"	""	""	""	""	""	"0"	"0"	""	"乀生活服务乀 乀更多生活服务乀"	"0"	"0"	"0"	"公交车971路"	"2013-07-11 10:27:02"	""	"0"	""	"26491 80"	""	"1"	"0"	""	"更多生活服务"	"6"	"26491 80"	"0"	"0"	""	""	"陆家嘴地铁站－杨园新村"	""	""	"58811330"	"0:0"	"0:0"	"0:0"	"0:0"	"0.00990099"	"1.0"	"0.8"	"0.007920792"	"公交车 公交"	"25 3"	"28"	""	""	"0"	"0"	"0"	"0"	"test测试"	"0"	"10:12 20:11"	"0"
"2086930"	"2086930"	"1"	"80"	"公交车"	"2007-04-01 20:43"	""	"0"	""	""	"175"	"1"	"0"	"0"	"0"	"0"	"-0.615385"	"0"	"http://i1.dpfile.com/2009-04-24/1919985_s.jpg"	"1"	""	"公交车"	"公交车(923路)"	"923路"	"大华新村－裕德路(上海体育馆)"	""	""	"2086930儑公交车儑公交车儑公交车儑公交车儑公交车儑公交车儑儑儑儑儑儑儑儑923路儑大华新村 裕德路 上海体育馆 儑儑儑儑公交车儑儑公交车儑上海儑儑儑儑儑乀生活服务乀 乀更多生活服务乀儑儑儑儑儑儑儑儑儑儑"	""	""	"0"	"2055718"	"0"	"0"	"0"	"0"	"26491"	"0"	"0"	"0"	"0"	"5"	"公交车,59|"	""	""	"公交车"	"124"	"115"	"12"	"1"	"1352"	"9"	"0"	"0"	"0"	"0"	"2"	"2"	"0"	"1"	"6469"	"2"	"15"	"20"	"300"	"0"	"0"	""	""	""	""	"0"	"2013-07-10 10:27:02"	"2011-03-27 10:05:03"	""	""	""	""	""	""	"0"	""	""	""	""	""	"0"	"0"	""	"乀生活服务乀 乀更多生活服务乀"	"0"	"0"	"0"	"公交车923路"	"2013-07-11 10:27:02"	""	"0"	""	"26491 80"	""	"1"	"0"	""	"更多生活服务"	"6"	"26491 80"	"0"	"0"	""	""	"大华新村－裕德路(上海体育馆)"	""	""	""	"121.443394000041:31.1801779999562"	"121.433761000032:31.1833500000114"	"121.438374:31.181468"	"121.443394000041:31.1801779999562"	"0.019607844"	"1.0"	"0.6"	"0.011764707"	"公交车"	"59"	"59"	""	""	"0"	"0"	"0"	"0"	"test测试"	"0"	"10:12 20:11"	"0"
"2096881"	"2096881"	"1"	"80"	"公交车"	"2007-04-14 20:13"	""	"0"	""	"西藏南路,2|中山南路－忻康里,4|"	"6"	"0"	"0"	"0"	"0"	"0"	"-0.359375"	"0"	"http://i3.dpfile.com/2008-10-26/1094573_s.jpg"	"1"	""	"公交车"	"公交车(23路)"	"23路"	"西藏南路中山南路－忻康里"	"建国新路西藏南路"	""	"2096881儑公交车儑公交车儑公交车儑公交车儑公交车儑公交车儑儑儑儑儑儑儑儑23路儑西藏南路中山南路 忻康里儑建国新路西藏南路儑儑儑公交车儑儑公交车儑上海儑儑儑儑儑乀生活服务乀 乀更多生活服务乀儑儑儑儑儑儑儑儑儑儑"	""	""	"0"	"2055718"	"0"	"0"	"0"	"0"	"26491"	"0"	"0"	"0"	"0"	"5"	"公交车,77|"	""	""	"公交车"	"150"	"138"	"35"	"1"	"1352"	"7"	"0"	"0"	"0"	"0"	"2"	"2"	"0"	"1"	"4862"	"3"	"16"	"30"	"300"	"0"	"0"	""	""	""	""	"0"	"2013-07-10 10:27:02"	"2011-03-03 14:15:28"	""	""	""	""	""	""	"0"	""	""	""	""	""	"0"	"0"	""	"乀生活服务乀 乀更多生活服务乀"	"0"	"0"	"0"	"公交车23路"	"2013-07-11 10:27:02"	""	"0"	""	"26491 80"	""	"1"	"0"	""	"更多生活服务"	"6"	"26491 80"	"0"	"0"	""	""	"西藏南路中山南路－忻康里 建国新路西藏南路"	"西藏南路 中山南路－忻康里"	"2 4"	""	"0:0"	"0:0"	"0:0"	"0:0"	"0.029126214"	"1.0"	"0.8"	"0.023300972"	"公交车"	"77"	"77"	""	""	"0"	"0"	"0"	"0"	"test测试"	"0"	"10:12 20:11"	"0"
"2097361"	"2097361"	"1"	"80"	"公交车"	"2007-04-15 13:35"	""	"0"	""	"周家嘴路,2|军工路－十六铺,4|"	"38"	"18"	"0"	"0"	"0"	"0"	"-0.0740741"	"0"	"http://i1.dpfile.com/2009-05-03/1966731_s.jpg"	"1"	""	"公交车"	"公交车(33路)"	"33路"	"周家嘴路军工路－十六铺"	"兰州路周家嘴路"	""	"2097361儑公交车儑公交车儑公交车儑公交车儑公交车儑公交车儑儑儑儑儑儑儑儑33路儑周家嘴路军工路 十六铺儑兰州路周家嘴路儑儑儑公交车儑公交儑儑公交车儑上海儑儑儑儑儑乀生活服务乀 乀更多生活服务乀儑儑儑儑儑儑儑儑儑儑"	""	""	"0"	"2055718"	"0"	"0"	"0"	"0"	"26491"	"0"	"0"	"0"	"0"	"5"	"公交车,36|公交,4|"	""	""	"公交车 公交"	"68"	"57"	"28"	"1"	"1352"	"9"	"0"	"0"	"0"	"0"	"2"	"2"	"0"	"1"	"2267"	"3"	"17"	"35"	"300"	"0"	"0"	""	""	""	""	"0"	"2013-07-10 10:27:02"	"2011-03-29 09:51:40"	""	""	""	""	""	""	"0"	""	""	""	""	""	"0"	"0"	""	"乀生活服务乀 乀更多生活服务乀"	"0"	"0"	"0"	"公交车33路"	"2013-07-11 10:27:02"	""	"0"	""	"26491 80"	""	"1"	"0"	""	"更多生活服务"	"6"	"26491 80"	"0"	"0"	""	""	"周家嘴路军工路－十六铺 兰州路周家嘴路"	"周家嘴路 军工路－十六铺"	"2 4"	""	"121.563952999613:31.279160999909"	"121.554372:31.282009"	"121.558652999769:31.2798909999378"	"121.563952999613:31.279160999909"	"0.029126214"	"1.0"	"0.8"	"0.023300972"	"公交车 公交"	"36 4"	"40"	""	""	"0"	"0"	"0"	"0"	"test测试"	"0"	"10:12 20:11"	"0"
